pdp_url,product_name,regular_price,brand,net_quantity,country_of_origin,description,care_instructions,material_composition,clothing_fit,images,color,breadcrumb,sku,size
https://www.westside.com/products/westside-accessories-multicolour-sea-charm-bangles-set-pack-of-5-301019898001?variant=44512595279925,Westside Accessories Multicolour Sea Charm Bangles Set - Pack of 5,399.0,Westside Accessories,5N,India,,Please avoid direct contact with perfume spray and water.,,,"['https://www.westside.com/cdn/shop/files/301019898001_2.jpg', 'https://www.westside.com/cdn/shop/files/301019898001_1.jpg', 'https://www.westside.com/cdn/shop/files/301019898001_3.jpg']",[],Home > Westside Accessories Multicolour Sea Charm Bangles Set - Pack of 5,301019898001,['S-M']
https://www.westside.com/products/westside-accessories-multicolour-sea-charm-bangles-set-pack-of-5-301019898002?variant=44512595116085,Westside Accessories Multicolour Sea Charm Bangles Set - Pack of 5,399.0,Westside Accessories,5N,India,,Please avoid direct contact with perfume spray and water.,,,"['https://www.westside.com/cdn/shop/files/301019898002_3.jpg', 'https://www.westside.com/cdn/shop/files/301019898002_2.jpg', 'https://www.westside.com/cdn/shop/files/301019898002_1.jpg']",[],Home > Westside Accessories Multicolour Sea Charm Bangles Set - Pack of 5,301019898002,['L-XL']
https://www.westside.com/products/studiofit-white-ribbed-cotton-blend-bodycon-dress-301018847?variant=44422722420789,Studiofit White Ribbed Cotton-Blend Bodycon Dress,799.0,Studiofit,1N,India,,Machine Wash,"92% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018847WHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301018847WHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018847WHITE_3.jpg', 'https://www.westside.com/cdn/shop/files/301018847WHITE_2.jpg']",[],Home > Studiofit White Ribbed Cotton-Blend Bodycon Dress,301018847001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/studiofit-grey-high-rise-cotton-blend-shorts-301018826?variant=44422723272757,Studiofit Grey High-Rise Cotton-Blend Shorts,799.0,Studiofit,1N,India,,Machine Wash,"98% Cotton, 2% Polyester",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018826GREYMELANGE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018826GREYMELANGE_4.jpg', 'https://www.westside.com/cdn/shop/files/301018826GREYMELANGE_3.jpg', 'https://www.westside.com/cdn/shop/files/301018826GREYMELANGE_1.jpg']",[],Home > Studiofit Grey High-Rise Cotton-Blend Shorts,301018826001,"['S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/westside-accessories-gold-small-starfish-and-shell-earrings-301019878001?variant=44491888361525,Westside Accessories Gold Small Starfish and Shell Earrings,399.0,Westside Accessories,2N (1 Pair),India,,Please avoid direct contact with perfume spray and water.,,,"['https://www.westside.com/cdn/shop/files/301019878001_3.jpg', 'https://www.westside.com/cdn/shop/files/301019878001_1.jpg', 'https://www.westside.com/cdn/shop/files/301019878001_2.jpg']",[],Home > Westside Accessories Gold Small Starfish and Shell Earrings,301019878001,[]
https://www.westside.com/products/westside-accessories-turquoise-hoop-earrings-301022588001?variant=44491888525365,Westside Accessories Turquoise Hoop Earrings,299.0,Westside Accessories,2N (1 Pair),India,,Please avoid direct contact with perfume spray and water.,,,"['https://www.westside.com/cdn/shop/files/301022588001_3.jpg', 'https://www.westside.com/cdn/shop/files/301022588001_2.jpg', 'https://www.westside.com/cdn/shop/files/301022588001_1.jpg']",[],Home > Westside Accessories Turquoise Hoop Earrings,301022588001,[]
https://www.westside.com/products/nuon-white-ruffle-detailed-high-rise-skirt-301017608?variant=44433378869301,Nuon White Ruffle-Detailed High-Rise Skirt,799.0,Nuon,1N,India,,Machine Wash,100% Polyester,Regular Fit,"['https://www.westside.com/cdn/shop/files/301017608OFFWHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301017608OFFWHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301017608OFFWHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301017608OFFWHITE_3.jpg']",[],Home > Nuon White Ruffle-Detailed High-Rise Skirt,301017608001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/nuon-light-brown-ruched-mesh-top-301020145?variant=44485375557685,Nuon Light Brown Ruched Mesh Top,999.0,Nuon,1N,Sri Lanka,,Machine Wash,100% Polyester,Regular Fit,"['https://www.westside.com/cdn/shop/files/301020145MOCHA_3.jpg', 'https://www.westside.com/cdn/shop/files/301020145MOCHA_2.jpg', 'https://www.westside.com/cdn/shop/files/301020145MOCHA_4.jpg', 'https://www.westside.com/cdn/shop/files/301020145MOCHA_1.jpg']",[],Home > Nuon Light Brown Ruched Mesh Top,301020145001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-lilac-shell-printed-cotton-blend-tank-top-301017618?variant=44448012763189,Nuon Lilac Shell Printed Cotton-Blend Tank Top,399.0,Nuon,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301017618LILAC_1.jpg', 'https://www.westside.com/cdn/shop/files/301017618LILAC_2.jpg', 'https://www.westside.com/cdn/shop/files/301017618LILAC_3.jpg', 'https://www.westside.com/cdn/shop/files/301017618LILAC_4.jpg']",[],Home > Nuon Lilac Shell Printed Cotton-Blend Tank Top,301017618001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/westside-accessories-gold-multicolour-stud-hoop-earrings-set-pack-of-6-301024393001?variant=44534083747893,Westside Accessories Gold & Multicolour Stud & Hoop Earrings Set - Pack of 6,399.0,Westside Accessories,12N (6 Pairs),India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301024393001_2.jpg', 'https://www.westside.com/cdn/shop/files/301024393001_3.jpg', 'https://www.westside.com/cdn/shop/files/301024393001_1.jpg']",[],Home > Westside Accessories Gold & Multicolour Stud & Hoop Earrings Set - Pack of 6,301024393001,[]
https://www.westside.com/products/nuon-white-solid-cotton-crop-top-301016914?variant=44433375100981,Nuon White Solid Cotton Crop Top,799.0,Nuon,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301016914OFFWHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301016914OFFWHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/FH72DPI_26489ed1-6cdb-44f7-ac3e-19894807855f.jpg', 'https://www.westside.com/cdn/shop/files/301016914OFFWHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301016914OFFWHITE_3.jpg']",[],Home > Nuon White Solid Cotton Crop Top,301016914001,"['S', 'M', 'L']"
https://www.westside.com/products/studiofit-light-blue-cotton-blend-straight-dress-301018846?variant=44422721404981,Studiofit Light Blue Cotton-Blend Straight Dress,799.0,Studiofit,1N,India,,Machine Wash,"92% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018846BLUE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018846BLUE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018846BLUE_4.jpg', 'https://www.westside.com/cdn/shop/files/301018846BLUE_3.jpg']",[],Home > Studiofit Light Blue Cotton-Blend Straight Dress,301018846001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/westside-accessories-gold-multiple-hoop-earrings-set-pack-of-6-301024395001?variant=44534083289141,Westside Accessories Gold Multiple Hoop Earrings Set - Pack of 6,599.0,Westside Accessories,12N (6 Pairs),India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301024395001_2.jpg', 'https://www.westside.com/cdn/shop/files/301024395001_3.jpg', 'https://www.westside.com/cdn/shop/files/301024395001_1.jpg']",[],Home > Westside Accessories Gold Multiple Hoop Earrings Set - Pack of 6,301024395001,[]
https://www.westside.com/products/nuon-brown-text-design-cotton-blend-t-shirt-301017613?variant=44422718947381,Nuon Brown Text Design Cotton-Blend T-Shirt,599.0,Nuon,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301017613BROWN_3.jpg', 'https://www.westside.com/cdn/shop/files/301017613BROWN_1.jpg', 'https://www.westside.com/cdn/shop/files/301017613BROWN_4.jpg', 'https://www.westside.com/cdn/shop/files/301017613BROWN_2.jpg']",[],Home > Nuon Brown Text Design Cotton-Blend T-Shirt,301017613001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/studiofit-orange-cotton-top-301018868?variant=44437881192501,Studiofit Orange Cotton Top,599.0,Studiofit,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301018868ORANGE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018868ORANGE_4.jpg', 'https://www.westside.com/cdn/shop/files/301018868ORANGE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018868ORANGE_3.jpg']",[],Home > Studiofit Orange Cotton Top,301018868001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/studiofit-orange-ribbed-top-301019005?variant=44437886959669,Studiofit Orange Ribbed Top,599.0,Studiofit,1N,India,,Machine Wash,"78% Polyester, 20% Viscose, 2% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301019005ORANGE_3.jpg', 'https://www.westside.com/cdn/shop/files/301019005ORANGE_4.jpg', 'https://www.westside.com/cdn/shop/files/301019005ORANGE_1.jpg', 'https://www.westside.com/cdn/shop/files/301019005ORANGE_2.jpg']",[],Home > Studiofit Orange Ribbed Top,301019005001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/westside-accessories-gold-hoop-earrings-set-pack-of-3-301017763001?variant=44430162985013,Westside Accessories Gold Hoop Earrings Set - Pack of 3,299.0,Westside Accessories,6N (3 Pairs),India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301017763001_3.jpg', 'https://www.westside.com/cdn/shop/files/301017763001_1.jpg', 'https://www.westside.com/cdn/shop/files/301017763001_2.jpg']",[],Home > Westside Accessories Gold Hoop Earrings Set - Pack of 3,301017763001,[]
https://www.westside.com/products/westside-accessories-gold-aqua-shell-and-chip-anklet-pack-of-2-301018054001?variant=44430162755637,Westside Accessories Gold & Aqua Shell and Chip Anklet - Pack of 2,199.0,Westside Accessories,2N,India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301018054001_2.jpg', 'https://www.westside.com/cdn/shop/files/301018054001_1.jpg', 'https://www.westside.com/cdn/shop/files/301018054001_3.jpg']",[],Home > Westside Accessories Gold & Aqua Shell and Chip Anklet - Pack of 2,301018054001,[]
https://www.westside.com/products/westside-accessories-multicolour-cord-bracelets-pack-of-4-301017823001?variant=44430162460725,Westside Accessories Multicolour Cord Bracelets - Pack of 4,299.0,Westside Accessories,4N,India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301017823001_2.jpg', 'https://www.westside.com/cdn/shop/files/301017823001_1.jpg', 'https://www.westside.com/cdn/shop/files/301017823001_3.jpg']",[],Home > Westside Accessories Multicolour Cord Bracelets - Pack of 4,301017823001,[]
https://www.westside.com/products/studiofit-dark-blue-typographic-cotton-t-shirt-301022071?variant=44448015581237,Studiofit Dark Blue Typographic Cotton T-Shirt,399.0,Studiofit,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301022071ROYALBLUE_3.jpg', 'https://www.westside.com/cdn/shop/files/301022071ROYALBLUE_2.jpg', 'https://www.westside.com/cdn/shop/files/301022071ROYALBLUE_1.jpg', 'https://www.westside.com/cdn/shop/files/301022071ROYALBLUE_4.jpg']",[],Home > Studiofit Dark Blue Typographic Cotton T-Shirt,301022071001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-grey-faded-mid-rise-denim-skirt-301020164?variant=44474512506933,Nuon Grey Faded Mid-Rise Denim Skirt,799.0,Nuon,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301020164GREY_2.jpg', 'https://www.westside.com/cdn/shop/files/301020164GREY_4.jpg', 'https://www.westside.com/cdn/shop/files/301020164GREY_3.jpg', 'https://www.westside.com/cdn/shop/files/301020164GREY_1.jpg']",[],Home > Nuon Grey Faded Mid-Rise Denim Skirt,301020164001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/nuon-light-brown-ribbed-off-shoulder-top-301020169?variant=44485379293237,Nuon Light Brown Ribbed Off-Shoulder Top,599.0,Nuon,1N,Sri Lanka,,Machine Wash,"95% Polyester, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301020169MOCHA_2.jpg', 'https://www.westside.com/cdn/shop/files/301020169MOCHA_1.jpg', 'https://www.westside.com/cdn/shop/files/301020169MOCHA_4.jpg', 'https://www.westside.com/cdn/shop/files/301020169MOCHA_3.jpg']",[],Home > Nuon Light Brown Ribbed Off-Shoulder Top,301020169001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-black-crinkle-textured-cotton-shirt-301016900?variant=44445224337461,Nuon Black Crinkle-Textured Cotton Shirt,799.0,Nuon,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301016900BLACK_1.jpg', 'https://www.westside.com/cdn/shop/files/301016900BLACK_4.jpg', 'https://www.westside.com/cdn/shop/files/301016900BLACK_3.jpg', 'https://www.westside.com/cdn/shop/files/301016900BLACK_2.jpg']",[],Home > Nuon Black Crinkle-Textured Cotton Shirt,301016900001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-white-cable-knitted-tube-top-301017846?variant=44485382537269,Nuon White Cable Knitted Tube Top,799.0,Nuon,1N,Bangladesh,,Machine Wash,100% Nylon,Regular Fit,"['https://www.westside.com/cdn/shop/files/301017846WHITE_3.jpg', 'https://www.westside.com/cdn/shop/files/301017846WHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301017846WHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301017846WHITE_1.jpg']",[],Home > Nuon White Cable Knitted Tube Top,301017846001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-off-white-crochet-detailed-high-rise-cotton-shorts-301015914?variant=44462802960437,Nuon Off-White Crochet-Detailed High-Rise Cotton Shorts,999.0,Nuon,1N,Sri Lanka,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301015914ECRU_2.jpg', 'https://www.westside.com/cdn/shop/files/301015914ECRU_1.jpg', 'https://www.westside.com/cdn/shop/files/301015914ECRU_4.jpg', 'https://www.westside.com/cdn/shop/files/301015914ECRU_3.jpg']",[],Home > Nuon Off-White Crochet-Detailed High-Rise Cotton Shorts,301015914001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/studiofit-light-blue-ribbed-textured-jacket-301018843?variant=44422721765429,Studiofit Light Blue Ribbed-Textured Jacket,999.0,Studiofit,1N,India,,Machine Wash,"69% Polyester, 28% Viscose, 3% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018843BLUE_4.jpg', 'https://www.westside.com/cdn/shop/files/301018843BLUE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018843BLUE_3.jpg', 'https://www.westside.com/cdn/shop/files/301018843BLUE_1.jpg']",[],Home > Studiofit Light Blue Ribbed-Textured Jacket,301018843001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/studiofit-grey-solid-hooded-jacket-301018840?variant=44437882830901,Studiofit Grey Solid Hooded Jacket,999.0,Studiofit,1N,India,,Machine Wash,"72% Polyester, 28% Viscose",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018840GREYMELANGE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018840GREYMELANGE_3.jpg', 'https://www.westside.com/cdn/shop/files/301018840GREYMELANGE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018840GREYMELANGE_4.jpg']",[],Home > Studiofit Grey Solid Hooded Jacket,301018840001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/westside-accessories-olive-stamped-resin-flat-hoop-earrings-301024006001?variant=44534083616821,Westside Accessories Olive Stamped Resin Flat Hoop Earrings,299.0,Westside Accessories,2N (1 Pair),India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301024006001_3.jpg', 'https://www.westside.com/cdn/shop/files/301024006001_2.jpg', 'https://www.westside.com/cdn/shop/files/301024006001_1.jpg']",[],Home > Westside Accessories Olive Stamped Resin Flat Hoop Earrings,301024006001,[]
https://www.westside.com/products/westside-accessories-olive-stamped-resin-drop-earrings-301024007001?variant=44534083518517,Westside Accessories Olive Stamped Resin Drop Earrings,299.0,Westside Accessories,2N (1 Pair),India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301024007001_2.jpg', 'https://www.westside.com/cdn/shop/files/301024007001_3.jpg', 'https://www.westside.com/cdn/shop/files/301024007001_1.jpg']",[],Home > Westside Accessories Olive Stamped Resin Drop Earrings,301024007001,[]
https://www.westside.com/products/wardrobe-ivory-solid-top-301016846?variant=44445439033397,Wardrobe Ivory Solid Top,999.0,Wardrobe,1N,Sri Lanka,,Machine Wash,"96% Polyester, 4% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301016846IVORY_2.jpg', 'https://www.westside.com/cdn/shop/files/301016846IVORY_3.jpg', 'https://www.westside.com/cdn/shop/files/301016846001_5_20copy.jpg', 'https://www.westside.com/cdn/shop/files/301016846IVORY_1.jpg', 'https://www.westside.com/cdn/shop/files/301016846IVORY_4.jpg']","['Brown', 'Ivory']",Home > Wardrobe Ivory Solid Top,301016846001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/studiofit-pink-cut-out-design-high-rise-cotton-track-pants-301018827?variant=44437897904181,Studiofit Pink Cut-Out Design High-Rise Cotton Track Pants,999.0,Studiofit,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301018827PINK_3.jpg', 'https://www.westside.com/cdn/shop/files/301018827PINK_1.jpg', 'https://www.westside.com/cdn/shop/files/301018827PINK_4.jpg', 'https://www.westside.com/cdn/shop/files/301018827PINK_2.jpg']",[],Home > Studiofit Pink Cut-Out Design High-Rise Cotton Track Pants,301018827001,"['S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/studiofit-white-ribbed-textured-cotton-blend-t-shirt-301021258?variant=44437889220661,Studiofit White Ribbed-Textured Cotton-Blend T-Shirt,999.0,Studiofit,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301021258WHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301021258WHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301021258WHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301021258WHITE_3.jpg']",[],Home > Studiofit White Ribbed-Textured Cotton-Blend T-Shirt,301021258001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/westside-accessories-multicolour-beaded-braided-anklet-set-pack-of-2-301018053001?variant=44430164164661,Westside Accessories Multicolour Beaded & Braided Anklet Set - Pack of 2,199.0,Westside Accessories,2N,India,,Please avoid direct contact with perfume sprays and water.,,,"['https://www.westside.com/cdn/shop/files/301018053001_2.jpg', 'https://www.westside.com/cdn/shop/files/301018053001_1.jpg', 'https://www.westside.com/cdn/shop/files/301018053001_3.jpg']",[],Home > Westside Accessories Multicolour Beaded & Braided Anklet Set - Pack of 2,301018053001,[]
https://www.westside.com/products/studiofit-neon-green-striped-cotton-blend-polo-t-shirt-301022072?variant=44485376671797,Studiofit Neon Green Striped Cotton-Blend Polo T-Shirt,599.0,Studiofit,1N,India,,Machine Wash,"54% Cotton, 43% Polyester, 3% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301022072NEON_4.jpg', 'https://www.westside.com/cdn/shop/files/301022072NEON_2.jpg', 'https://www.westside.com/cdn/shop/files/301022072NEON_1.jpg', 'https://www.westside.com/cdn/shop/files/301022072NEON_3.jpg']",[],Home > Studiofit Neon Green Striped Cotton-Blend Polo T-Shirt,301022072001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-beige-crinkle-textured-high-rise-cotton-shorts-301017150?variant=44445224173621,Nuon Beige Crinkle-Textured High-Rise Cotton Shorts,799.0,Nuon,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301017150DKBEIGE_3.jpg', 'https://www.westside.com/cdn/shop/files/301017150DKBEIGE_1.jpg', 'https://www.westside.com/cdn/shop/files/301017150DKBEIGE_4.jpg', 'https://www.westside.com/cdn/shop/files/301017150DKBEIGE_2.jpg']",[],Home > Nuon Beige Crinkle-Textured High-Rise Cotton Shorts,301017150001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/lov-white-embroidered-cotton-t-shirt-301019487?variant=44445450207285,LOV White Embroidered Cotton T-Shirt,899.0,LOV,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301019487WHITE_3.jpg', 'https://www.westside.com/cdn/shop/files/301019487WHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301019487WHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301019487WHITE_2.jpg']",[],Home > LOV White Embroidered Cotton T-Shirt,301019487001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/westside-accessories-multicolour-beaded-dangler-earrings-301024002001?variant=44512595148853,Westside Accessories Multicolour Beaded Dangler Earrings,399.0,Westside Accessories,2N (1 Pair),India,,Please avoid direct contact with perfume spray and water.,,,"['https://www.westside.com/cdn/shop/files/301024002001_1.jpg', 'https://www.westside.com/cdn/shop/files/301024002001_3.jpg', 'https://www.westside.com/cdn/shop/files/301024002001_2.jpg']",[],Home > Westside Accessories Multicolour Beaded Dangler Earrings,301024002001,[]
https://www.westside.com/products/westside-accessories-gold-starfish-and-shell-earrings-301019877001?variant=44491888623669,Westside Accessories Gold Starfish and Shell Earrings,399.0,Westside Accessories,2N (1 Pair),India,,Please avoid direct contact with perfume spray and water.,,,"['https://www.westside.com/cdn/shop/files/301019877001_1.jpg', 'https://www.westside.com/cdn/shop/files/301019877001_2.jpg', 'https://www.westside.com/cdn/shop/files/301019877001_3.jpg']",[],Home > Westside Accessories Gold Starfish and Shell Earrings,301019877001,[]
https://www.westside.com/products/wardrobe-white-striped-top-301019914?variant=44489105145909,Wardrobe White Striped Top,999.0,Wardrobe,1N,India,,Machine Wash,"65% Polyester, 33% Viscose, 2% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301019914NAVYWHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301019914NAVYWHITE_3.jpg', 'https://www.westside.com/cdn/shop/files/301019914NAVYWHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301019914NAVYWHITE_1.jpg']",[],Home > Wardrobe White Striped Top,301019914007,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/nuon-brown-shell-detailed-ribbed-top-301019976?variant=44437901574197,Nuon Brown Shell-Detailed Ribbed Top,999.0,Nuon,1N,India,,Machine Wash,"74% Viscose, 26% Nylon",Regular Fit,"['https://www.westside.com/cdn/shop/files/301019976BROWN_1.jpg', 'https://www.westside.com/cdn/shop/files/301019976BROWN_4.jpg', 'https://www.westside.com/cdn/shop/files/301019976BROWN_3.jpg', 'https://www.westside.com/cdn/shop/files/301019976BROWN_2.jpg']",[],Home > Nuon Brown Shell-Detailed Ribbed Top,301019976001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-white-floral-lace-detailed-cotton-top-301018432?variant=44448010731573,Nuon White Floral Lace Detailed Cotton Top,999.0,Nuon,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301018432WHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018432WHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018432WHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301018432WHITE_3.jpg']",[],Home > Nuon White Floral Lace Detailed Cotton Top,301018432001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/studiofit-taupe-criss-cross-detailed-cotton-blend-t-shirt-301022100?variant=44473949847605,Studiofit Taupe Criss-Cross Detailed Cotton-Blend T-Shirt,799.0,Studiofit,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301022100TAUPE_1.jpg', 'https://www.westside.com/cdn/shop/files/301022100TAUPE_3.jpg', 'https://www.westside.com/cdn/shop/files/301022100TAUPE_2.jpg', 'https://www.westside.com/cdn/shop/files/301022100TAUPE_4.jpg']",[],Home > Studiofit Taupe Criss-Cross Detailed Cotton-Blend T-Shirt,301022100001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/studiofit-white-ruched-cotton-blend-top-301018853?variant=44425553969205,Studiofit White Ruched Cotton-Blend Top,599.0,Studiofit,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018853WHITE_3.jpg', 'https://www.westside.com/cdn/shop/files/301018853WHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018853WHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018853WHITE_4.jpg']",[],Home > Studiofit White Ruched Cotton-Blend Top,301018853001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-beige-solid-top-301016925?variant=44437894627381,Nuon Beige Solid Top,599.0,Nuon,1N,India,,Machine Wash,"66% Viscose, 27% Nylon, 7% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301016925BEIGE_2.jpg', 'https://www.westside.com/cdn/shop/files/301016925BEIGE_4.jpg', 'https://www.westside.com/cdn/shop/files/301016925BEIGE_3.jpg', 'https://www.westside.com/cdn/shop/files/301016925BEIGE_1.jpg']",[],Home > Nuon Beige Solid Top,301016925001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-black-ruched-t-shirt-301017610?variant=44471455514677,Nuon Black Ruched T-Shirt,599.0,Nuon,1N,India,,Machine Wash,"95% Viscose, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301017610GREY_1.jpg', 'https://www.westside.com/cdn/shop/files/301017610GREY_4.jpg', 'https://www.westside.com/cdn/shop/files/301017610GREY_3.jpg', 'https://www.westside.com/cdn/shop/files/301017610GREY_2.jpg']",[],Home > Nuon Black Ruched T-Shirt,301017610001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-teal-floral-design-high-rise-cotton-skirt-301017840?variant=44437898395701,Nuon Teal Floral Design High-Rise Cotton Skirt,799.0,Nuon,1N,Sri Lanka,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301017840JUNGLEFLORAL_3.jpg', 'https://www.westside.com/cdn/shop/files/301017840JUNGLEFLORAL_1.jpg', 'https://www.westside.com/cdn/shop/files/FH72DPI_987a3986-0b43-4d8d-99a0-92b705a2eefc.jpg', 'https://www.westside.com/cdn/shop/files/301017840JUNGLEFLORAL_4.jpg', 'https://www.westside.com/cdn/shop/files/301017840JUNGLEFLORAL_2.jpg']",[],Home > Nuon Teal Floral Design High-Rise Cotton Skirt,301017840001,"['26', '28', '30', '32', '34']"
