pdp_url,product_name,regular_price,price_was,percentage_discount,product_description,breadcrumb,rating,review,image,alchole_percentage,ingredient,allergens,alchol_by_volume,instock,nutritions
https://www.gall.nl/yealands-estate-single-vineyard-pinot-noir-rood-75cl-382566.html,Yealands Estate Single Vineyard Pinot Noir,15.29,,,"In deze Nieuw-Zeelandse pinot noir proef je donkere kersen, viooltjes, specerijen en mineraliteit. Drink hem het liefste op een warme dag bij een gegrilde New York Strip van de barbecue.",Home > Wijn > Rode wijn > Fruitige rode wijn,5.0,2,https://static.gall.nl/images/IMG_308742_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/dr.-loosen-blauschiefer-riesling-wit-75cl-219053.html,Dr. Loosen Blauschiefer Riesling,14.29,,,Ernst Loosen is een van de meest beroemde wijnmakers van Duitsland. Deze droge riesling uit de Mosel is afkomstig van wijngaarden met een blauwe leisteen bodem: Blauschiefer.,Home > Wijn > Witte wijn > Frisse witte wijn,4.6,21,https://static.gall.nl/images/IMG_686999_500.png,12%,Contains sulfites,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/cabolani-merlot-friuli-aquileia-rood-75cl-122637.html,Ca'Bolani Merlot Friuli Aquileia,11.29,,,"Merlot uit DOC Friuli Aquileia. Lichter, fruitiger en frisser dan je gewend bent",Home > Wijn > Rode wijn,4.5,2,https://static.gall.nl/images/IMG_692691_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/gran-sasso-primitivo-rood-75cl-410926.html,Gran Sasso Primitivo,8.29,,,"In de hak van Italië, in Puglia, wordt veel primitivo verbouwd. Deze druif behoudt in dit warme gedeelte van Italië, ook bij hogere temperaturen in de wijngaard z'n fruitigheid.",Home > Wijn > Rode wijn > Soepele rode wijn,4.4,33,https://static.gall.nl/images/IMG_722995_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/lavis-classici-cabernet-sauvignon---cabernet-franc-rood-75cl-258261.html,Lavis Classici Cabernet Sauvignon - Cabernet Franc,11.19,,,"Full-bodied, rijk en zacht. Dankzij 10% houtrijping blijf je de smaak van rood fruit proeven in de wijn. Met een flinke dosis verse kruiden en specerijen.",Home > Wijn > Rode wijn > Stevige rode wijn,5.0,1,https://static.gall.nl/images/IMG_681843_500.png,13%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/undurraga-t.h.-carignan-maule-rood-75cl-119504.html,Undurraga T.H. Carignan Maule,22.99,,,Terroirwijn uit Cauquenes in de Chileense Maule Vallei. Gemaakt van 60 jaar oude carignan druiven. Krachtig en bloemig met zwarte kersen. Perfect in balans met een lange afdronk.,Home > Wijn > Rode wijn > Stevige rode wijn,4.0,3,https://static.gall.nl/images/IMG_680325_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/domaine-andau-zweigelt-rood-75cl-219266.html,Domaine Andau Zweigelt,8.79,,,"Zweigelt is de meest aangeplante blauwe druif van Oostenrijk. In dit geval afkomstig uit Burgenland. Stevig met zwarte bessen, kersen, bramen en rokerige tonen. Heerlijk bij wild of stoofschotels.",Home > Wijn > Rode wijn > Stevige rode wijn,3.9,10,https://static.gall.nl/images/IMG_681977_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/canallas-white-wit-75cl-414999.html,Canallas White,5.99,,,"Witte Spaanse wijn uit de buurt van Valencia gemaakt van de lokale druiven merseguera en moscatel. Levendig, uitbundig en aromatisch met groene appel, muskaatdruiven en limoen. Het etiket van deze wijn is ontworpen door de illustrator Paco Tuercas, die zich heeft laten inspireren door street art.",Home > Wijn > Witte wijn > Frisse witte wijn,4.0,5,https://static.gall.nl/images/IMG_907650_500.png,12%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/karl-kaspar-auslese-wit-75cl-219991.html,Karl Kaspar Auslese,5.99,,,"Zoete, maar tegelijkertijd frisse wijn gemaakt van druiven die zorgvuldig zijn geselecteerd. Met tropisch fruit, sinaasappelmarmelade en honing. Ideale match bij paté of nagerechten met witfruit.",Home > Wijn > Witte wijn > Fruitige witte wijn,4.4,63,https://static.gall.nl/images/IMG_1864708_500.png,"8,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/undurraga-t.h.-carmenere-peumo-rood-75cl-119377.html,Undurraga T.H. Carmenère Peumo,22.99,,,"Chileense carmenère 12 maanden gerijpt op Franse eikenhouten vaten. Je proeft frambozen, bramen, pure chocola en witte peper. Levendig, fris en sappig met specerijen.",Home > Wijn > Rode wijn > Soepele rode wijn,4.3,4,https://static.gall.nl/images/IMG_680263_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/angoris-cabernet-sauvignon-rood-75cl-257737.html,Angoris Cabernet Sauvignon,11.29,,,"Cabernet sauvignon van de meest warm gelegen hellingen van Friuli. Je proeft zwarte bessen, verse munt en leer. Maar ook de geur van paddenstoelen en bos.",Home > Wijn > Rode wijn > Stevige rode wijn,5.0,1,https://static.gall.nl/images/IMG_681492_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/studio-by-miraval-rose-75cl-136794.html,Studio by Miraval,15.99,14.49,24%,Miraval is het wijndomein van Brad Pitt. De naam Studio by Miraval is een verwijzing naar de opnamestudio die de vorige eigenaar van het domein liet bouwen in het chateau.,Home > Wijn > Rosé wijn,4.7,67,https://static.gall.nl/images/IMG_681258_500.png,13%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/eagles-nest-shiraz-rood-75cl-382116.html,Eagles Nest Shiraz,31.29,30.79,25%,"Cool climate 100% shiraz uit Zuid-Afrika. Deze wijn rijpt 16 maanden op Franse eikenhouten vaten. Je proeft kersen en bessen met peper, kokosnoot en specerijen.",Home > Wijn > Rode wijn > Soepele rode wijn,5.0,1,https://static.gall.nl/images/IMG_739173_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/lussory-wit-wit-75cl-100900.html,Lussory Wit,8.29,,,"Alcoholvrije Spaanse blend van airen en macabeo uit La Mancha. Eerst wordt er een normale wijn gemaakt, waaruit de alcohol wordt verwijderd. Hij bevat 0,0% alcohol. Licht en fris met citrus en appel.",Home > Wijn > Witte wijn > Frisse witte wijn,4.0,7,https://static.gall.nl/images/IMG_682576_500.png,0%,,,75CL,True,
https://www.gall.nl/vi%C3%B1a-real-rioja-reserva-rood-75cl-411124.html,Viña Real Rioja Reserva,12.29,,,Bijzondere Rioja gemaakt van druiven van oude wijnstokken. Dit zorgt voor extra concentratie en complexiteit in de smaak. 22 maanden gerijpt op Franse en Amerikaanse eikenhouten vaten en daarna nog eens 18 maanden in de kelder. ,Home > Wijn > Rode wijn > Stevige rode wijn,4.2,6,https://static.gall.nl/images/IMG_723006_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/undurraga-t.h.-pinot-noir-leyda-rood-75cl-119318.html,Undurraga T.H. Pinot Noir Leyda,22.99,,,Houtgerijpte pinot noir met de focus op terroir uit de Chileense Leyda Vallei.,Home > Wijn > Rode wijn > Fruitige rode wijn,4.5,2,https://static.gall.nl/images/IMG_308186_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/vidal-fleury-saint-joseph-rood-75cl-110094.html,Vidal-Fleury Saint-Joseph,23.99,,,"Al sinds 1920 maakt Vidal-Fleury deze 100% syrah uit Saint-Joseph. Je proeft cassis, nootmuskaat, zwarte peper en eucalyptus. Daarnaast bosgrond en mineraliteit.",Home > Wijn > Rode wijn,4.8,6,https://static.gall.nl/images/IMG_681292_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/cune-rioja-imperial-reserva-rood-75cl-308218.html,Cune Rioja Imperial Reserva,26.29,,,"Deze Rioja Reserva rijpt 24 maanden op zowel Franse als Amerikaanse eikenhouten vaten. Je proeft donker bessenfruit, drop, kruidnagel, tabak en tijm. Heerlijk bij lam.",Home > Wijn > Rode wijn > Stevige rode wijn,4.3,4,https://static.gall.nl/images/IMG_682219_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/frescobaldi-remole-rosso-rood-75cl-259594.html,Frescobaldi Rèmole Rosso,10.29,,,"Deze Toscaanse blend van sangiovese en cabernet sauvignon heeft een half jaar gerijpt op eikenhout. Hij is intens, zacht en fruitig. Sappig met veel rood fruit en levendige zuren.",Home > Wijn > Rode wijn > Stevige rode wijn,3.3,4,https://static.gall.nl/images/IMG_681795_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/mirabeau-pure-rose-rose-75cl-409235.html,Mirabeau Pure Rose,15.99,15.29,25%,"Verfrissende rosé met een zeer lichte kleur. Je proeft aardbeien, frambozen, kersen en",Home > Wijn > Rosé wijn,4.7,31,https://static.gall.nl/images/IMG_681278_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,False,
https://www.gall.nl/groot-constantia-chardonnay-wit-75cl-112348.html,Groot Constantia Chardonnay,23.79,,,"Constantia ligt ten zuiden van Kaapstad en was het eerste wijndomein van Zuid-Afrika, opgericht door VOC gouverneur Simon van der Stel. Groot Constantia is een afsplitsing van Constantia.",Home > Wijn > Witte wijn,5.0,3,https://static.gall.nl/images/IMG_682381_500.png,13%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/san-silvestro-barbera-dalba-dominae-rood-75cl-161578.html,San Silvestro Barbera d'Alba Dominae,11.29,,,De naam Dominae is een verwijzing naar het sterke karakter van de barbera-druif. Deze populaire variëteit is een graag geziene gast in de Piemontese wijngaarden.,Home > Wijn > Rode wijn > Fruitige rode wijn,5.0,2,https://static.gall.nl/images/IMG_681544_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/pedro-rodriguez-hijos-fino-75cl-120626.html,Pedro Rodriguez & Hijos Fino,5.99,,,Fino is de lichtste en jongste soort sherry. Fris en droog met de smaak van amandelen. Hij is lichtgeel van kleur en bevat 15% alcohol. Drink hem in zijn jeugd. Bijvoorbeeld bij tapas.,Home > Port en sherry > Sherry,3.9,9,https://static.gall.nl/images/IMG_685201_500.png,15%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/the-pledge-our-darling-sauvignon-blanc-wit-75cl-442453.html,The Pledge Our Darling Sauvignon Blanc,14.99,,,"Zuid-Afrikaanse sauvignon blanc afkomstig uit het gebied Darling. Fris en stuivend met tropisch fruit zoals kiwi en meloen. Daarnaast proef je citroengras. Schenk hem bij Aziatische gerechten met koriander, bij groene salades of schaal- en schelpdieren. Ook geschikt als aperitief.",Home > Wijn > Witte wijn > Frisse witte wijn,,,https://static.gall.nl/images/IMG_1523056_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/marques-de-riscal-rueda-finca-montico-wit-75cl-308552.html,Marqués de Riscal Rueda Finca Montico,22.99,,,"Behalve in Rioja produceert Marques de Riscal ook wijnen in Rueda. Finca Montico is een fantastische fruitge wijn te herkennen aan de smaak van peer, perzik, kruiden en venkel.",Home > Wijn > Witte wijn > Fruitige witte wijn,4.8,6,https://static.gall.nl/images/IMG_308720_500.png,13%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/cap-royal-bordeaux-blanc-wit-75cl-139513.html,Cap Royal Bordeaux Blanc,9.99,,,"100% sauvignon blanc uit Bordeaux gemaakt door een van de allerbeste wijnmakers: Jean-René Matignon, keldermeester van Château Pichon Baron uit Pauillac. Lekker bij garnalen cocktail. ",Home > Wijn > Witte wijn > Frisse witte wijn,4.4,21,https://static.gall.nl/images/IMG_680816_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/pata-negra-valdepe%C3%B1as-reserva-rood-75cl-409898.html,Pata Negra Valdepeñas Reserva,5.99,,,"Het uitzonderlijke wijnmerk Pata Negra maakt wijnen in wel 8 verschillende DO’s in Spanje. Het wijngebied Valdepeñas ligt zo’n 200 kilometer ten zuiden van Madrid. Ter plaatse maakt men deze Reserva van 100% tempranillo. De wijn rijpt lang op eikenhouten vaten en op fles in de kelders van de bodega. Hierdoor krijg je een ontwikkelde en complexe rode wijn met rood en zwart bessenfruit, kersen en pruimen. Daarnaast ontdek je vanille, specerijen en tabak. Heerlijk bij lamsvlees of pulled pork",Home > Wijn > Rode wijn > Stevige rode wijn,4.1,32,https://static.gall.nl/images/IMG_308862_500.png,13%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/lawsons-dry-hills-sauvignon-blanc-wit-75cl-387436.html,Lawson's Dry Hills Sauvignon Blanc,13.29,,,"Intense en geconcentreerde sauvignon blanc uit het Nieuw-Zeelandse Marlborough. Aromatisch met passiefruit, groene kruiden, bloemen en mineraliteit. Heerlijk bij salades of sushi.",Home > Wijn > Witte wijn,4.4,30,https://static.gall.nl/images/IMG_692889_500.png,13%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/costa-di-bussia-nebbiolo-arcapl%C3%A0-langhe-rood-75cl-161691.html,Costa di Bussia Nebbiolo Arcaplà Langhe,18.99,,,Arcaplà is een oude techniek die werd toegepast in de Langhe bij het maken van een bijzondere blend van barbera en nebbiolo. Tegenwoordig gemaakt van 100% nebbiolo.,Home > Wijn > Rode wijn > Stevige rode wijn,4.6,5,https://static.gall.nl/images/IMG_681554_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/adam-pinot-blanc-reserve-wit-75cl-140449.html,Adam Pinot Blanc Réserve,10.99,,,"Bij J.B. Adam maken ze al 14 generaties lang wijn. Ze weten dus wat ze doen. Deze pinot blanc smaakt naar wit fruit zoals appel en peer. Heerlijk bij gerechten met ei, zoals quiche of asperges.",Home > Wijn > Witte wijn > Fruitige witte wijn,4.5,19,https://static.gall.nl/images/IMG_1992865_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/trapiche-medalla-chardonnay-wit-75cl-404772.html,Trapiche Medalla Chardonnay,11.99,,,"De druiven voor de Trapiche Medalla Chardonnay komen uit de Uco Valley, een zeer grote subregio van het belangrijkste wijngebied van Argentinië: Mendoza.",Home > Wijn > Witte wijn > Volle witte wijn,,,https://static.gall.nl/images/IMG_1761082_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/hoeve-nekum-auxerrois-wit-75cl-379980.html,Hoeve Nekum Auxerrois,11.99,,,"Auxerrois is een oud druivenras, dat vermoedelijk uit Lotharingen afkomstig is. De naam komt echter van het graafschap Auxerrois (Auxerre, Chablis). Deze druif is zeer geschikt voor de Limburgse bodem en het Limburgse klimaat.",Home > Wijn > Witte wijn > Fruitige witte wijn,4.7,3,https://static.gall.nl/images/IMG_681929_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/pedro-rodriguez-hijos-medium-75cl-120553.html,Pedro Rodriguez & Hijos Medium,5.99,,,Medium Sherry is een blend van Fino met Pedro Ximénez (ook wel bekend als PX). Hij is zoet en amberkleurig met een nootachtige smaak. Deze versterkte wijn heeft een alcoholpercentage van 15%.,Home > Port en sherry > Sherry,4.4,35,https://static.gall.nl/images/IMG_685200_500.png,15%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/san-silvestro-piemonte-bianco-biologico-wit-75cl-161659.html,San Silvestro Piemonte Bianco Biologico,10.29,,,San Silvestro maakt een breed scala aan biologische wijnen in het Noord-Italiaanse Piemonte. Deze Bianco is een blend van gelijke delen favorita en riesling.,Home > Wijn > Witte wijn > Fruitige witte wijn,3.0,1,https://static.gall.nl/images/IMG_681551_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/kanonkop-kadette-pinotage-magnum-rood-150cl-402672.html,Kanonkop Kadette Pinotage Magnum,30.99,,,De Kadette wijnen van Kanonkop kan je zien als de tweede wijn van het domein. Ze worden gemaakt van druiven die zijn aangekocht van lokale boeren.,Home > Wijn > Rode wijn > Soepele rode wijn,,,https://static.gall.nl/images/IMG_1162245_500.png,"14,5%",Contains sulfites,Sulfur Dioxide and Sulfits,150CL,True,
https://www.gall.nl/pata-negra-ribera-del-duero-crianza-rood-75cl-409871.html,Pata Negra Ribera del Duero Crianza,9.49,,,Pata Negra is een bijzonder wijnmerk dat verspreid over heel Spanje wijnen maakt. Deze Crianza komt uit Ribera del Duero en wordt gemaakt van houtgerijpte tempranillo.,Home > Wijn > Rode wijn > Stevige rode wijn,4.5,6,https://static.gall.nl/images/IMG_308861_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/zorzal-terroir-unico-chardonnay-wit-75cl-140309.html,Zorzal Terroir Unico Chardonnay,10.59,9.29,25%,"100% chardonnay uit Gualtallary, Mendoza. De wijn krijgt geen houtcontact. Dankzij zijn mineraliteit en frisheid kan je hem zien als de Chablis van Argentinië.",Home > Wijn > Witte wijn,4.0,2,https://static.gall.nl/images/IMG_680151_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/zonin-valpolicella-ripasso-magnum-cadeauverpakking-rood-150cl-125156.html,Zonin Valpolicella Ripasso Magnum Cadeauverpakking,31.49,,,Deze Ripasso krijgt een tweede vergisting op de most van de Amarone. Hierdoor wint hij aan kracht en complexiteit. Vervolgens rijpt hij nog 18 maanden op eikenhouten vaten. In dubbele flesmaat.,Home > Wijn > Rode wijn,4.6,10,https://static.gall.nl/images/IMG_1026820_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,150CL,True,
https://www.gall.nl/f.-chauvenet-pinot-noir-rood-75cl-439827.html,F. Chauvenet Pinot Noir,9.29,,,"Franse pinot noir met een knipoog naar Bourgogne. Deels gerijpt op eikenhouten vaten. Met de smaak van kersen, koffie en chocola. Heerlijk bij allerlei gerechten met vlees, bij een barbecue, bij gegrilde groenten of bij gerechten met paddenstoelen of truffel. ",Home > Wijn > Rode wijn > Stevige rode wijn,4.3,11,https://static.gall.nl/images/IMG_1434119_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/wakefield-estate-riesling-wit-75cl-153354.html,Wakefield Estate Riesling,11.29,,,De Australische Clare Valley staat bekend om zijn aanplant van riesling. Deze druif gedijt goed in koele klimaten en kennen we vooral uit Duitsland en Oostenrijk.,Home > Wijn > Witte wijn > Frisse witte wijn,,,https://static.gall.nl/images/IMG_680186_500.png,12%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/lavis-classici-m%C3%BCller-thurgau-wit-75cl-258245.html,Lavis Classici Müller Thurgau,11.19,,,"Müller Thurgau is het makkelijkste jongetje van de klas. Hij is vroeg rijp en doet het goed in een koel klimaat. De wijn smaakt delicaat, aromatisch en fris.",Home > Wijn > Witte wijn > Frisse witte wijn,4.3,12,https://static.gall.nl/images/IMG_681841_500.png,"12,1%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html,Planeta Chardonnay,29.99,,,Siciliaanse top chardonnay. Houtgerijpt en geconcentreerd. Dankzij de vele zonuren proef je tropisch fruit in de wijn. De verkoelende invloeden van de zee geven frisheid.,Home > Wijn > Witte wijn > Volle witte wijn,4.6,32,https://static.gall.nl/images/IMG_681664_500.png,14%,Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/lavis-classici-marzemino-rood-75cl-258253.html,Lavis Classici Marzemino,11.19,,,"Marzemino is een druif die al eeuwenlang wordt verbouwd in de Adige-vallei. In de smaak herken je bessen, kersen en viooltjes. Heerlijk bij een gedroogd worstje.",Home > Wijn > Rode wijn > Fruitige rode wijn,4.0,1,https://static.gall.nl/images/IMG_681842_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/lanzerac-reserve-rood-75cl-149675.html,Lanzerac Reserve,13.29,,,"In Zuid-Afrika maken ze graag wijnen van dezelfde druiven als in Bordeaux. Deze stevige wijn rijpt 15 maanden op Franse eikenhouten vaten, waardoor hij zacht en soepel wordt. Schenk hem als alternatief voor Bordeaux bij lamsvlees, wild of oude kazen.",Home > Wijn > Rode wijn > Stevige rode wijn,4.2,11,https://static.gall.nl/images/IMG_2291175_500.png,14%,,,75CL,True,
https://www.gall.nl/angoris-cru-collio-bianco-wit-75cl-258792.html,Angoris Cru Collio Bianco,11.29,,,"Collio is een beschermd herkomstgebied in de Noordoost-Italiaanse wijnstreek Friuli. De wijngaarden liggen tegen de Sloveense grens aan. In deze wijn proef je bloesem, kruiden, perzik en citrus.",Home > Wijn > Witte wijn > Fruitige witte wijn,4.5,2,https://static.gall.nl/images/IMG_681854_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/bodega-garzon-estate-pinot-rose-de-corte-rose-75cl-106747.html,Bodega Garzón Estate Pinot Rosé de Corte,10.65,,,"Elegante rosé van Garzón uit Uruguay gemaakt van pinot noir en merlot. Sur lie gerijpt, fris en delicaat met de smaak van rode kersen en aardbeien.",Home > Wijn > Rosé wijn,4.5,20,https://static.gall.nl/images/IMG_2365054_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/terre-di-verona-bardolino-chiaretto-rose-75cl-258962.html,Terre di Verona Bardolino Chiaretto,5.99,,,"Rosé uit Bardolino gemaakt van corvina, rondinella en molinara. Om een mooielicht roze kleur te krijgen, heeft de wijn 12 tot 24 uur schilcontact gehad.",Home > Wijn > Rosé wijn,4.0,8,https://static.gall.nl/images/IMG_692864_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/pink-flamingo-rose-rose-75cl-117463.html,Pink Flamingo Rosé,9.49,,,"Rosé van grenache met een licht roze kleur. Je proeft bessen, perzik, abrikoos en tropische fruit. Serveer hem op een warme dag bij rode mul met ratatouille.",Home > Wijn > Rosé wijn,4.4,72,https://static.gall.nl/images/IMG_1419778_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/ch%C3%A2teau-desclans-the-pale-rose-75cl-412481.html,Château d'Esclans The Pale,14.99,,,"Bleekroze rosé uit de Provence gemaakt door Château d’Esclans, dat in handen is van Sacha Lichine. Zijn beroemdste wijn is de Provence rosé Whispering Angel.",Home > Wijn > Rosé wijn,4.4,11,https://static.gall.nl/images/IMG_1793409_500.png,"12,5%",Ingrediënten: Contains: SULFITES,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/mucho-mas-tinto-05%25-rood-75cl-402206.html,"Mucho Más Tinto 0,5%",7.99,5.99,25%,"Voor deze alcoholvrije wijn is op zeer complexe wijze alcohol onttrokken uit de originele wijn mét alcohol. Op deze wijze zijn de natuurlijke aroma- en smaakcomponenten die bij de wijn horen zoveel mogelijk behouden. Het alcoholpercentage in deze wijn is maximaal 0,5%, dit behoort volgens de warenwet tot ‘alcoholvrije wijn’. Het is een blend van wijnen van verschillende Spaanse druiven.",Home > Wijn > Rode wijn,4.0,48,https://static.gall.nl/images/IMG_308764_500.png,"0,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/andre-stuber-pinot-blanc-wit-75cl-140260.html,André Stuber Pinot Blanc,9.29,,,"De ideale wijn om te combineren met gerechten met ei. Geschikt als lunch, brunch of borrelwijn. Vriendelijk en zacht van smaak met peer, appel en amandelen. Breed inzetbaar: een culinaire kameleon!",Home > Wijn > Witte wijn > Fruitige witte wijn,4.5,30,https://static.gall.nl/images/IMG_681018_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/lavis-pinot-grigio-pinot-nero-cadeaupakket-gemengd-2x75cl-405566.html,Lavis Pinot Grigio & Pinot Nero Cadeaupakket,21.99,,,Geschenkverpakking met twee bijzonder fruitige wijnen uit Trentino in Noord-Italië: een frisse Pinot Grigio en een soepele Pinot Noir. Ideaal om cadeau te doen!,Home > Cadeau > Wijn cadeaus,4.0,1,https://static.gall.nl/images/IMG_682573_500.png,"12,75%",Bevat sulfiet,Sulfur Dioxide and Sulfits,2X75CL,True,
https://www.gall.nl/fritz-wassmer-sp%C3%A4tburgunder-%22m%22-rood-75cl-162000.html,"Fritz Wassmer Spätburgunder ""M""",22.99,,,"De belangrijkste druif van Weingut Fritz Wassmer is spätburgunder, de Duitse naam voor pinot noir. Fritz Wassmer leerde het wijnmaken bij Domaine de la Romanée Conti.",Home > Wijn > Rode wijn > Fruitige rode wijn,4.3,3,https://static.gall.nl/images/IMG_680415_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/catena-malbec-rood-75cl-387800.html,Catena Malbec,14.25,,,"Malbec volgens het boekje. Stevig, donker en stoer. Barstensvol zwart zomerfruit zoals bramen, cassis en zwarte bes. Bevat stevige tannines die schreeuwen om een Argentijnse assado.",Home > Wijn > Rode wijn > Soepele rode wijn,4.6,164,https://static.gall.nl/images/IMG_2130454_500.png,"13,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/zonin-pinot-bianco-wit-75cl-122777.html,Zonin Pinot Bianco,7.79,,,Italiaanse variant van de pinot blanc uit het plaatsje Aquileia in Friuli. Sappig en,Home > Wijn > Witte wijn,4.3,3,https://static.gall.nl/images/IMG_692703_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/cabolani-chardonnay-friuli-aquileia-wit-75cl-122742.html,Ca'Bolani Chardonnay Friuli Aquileia,11.29,,,Chardonnay uit Friuli in zijn puurste vorm. Dus zonder hout. Je proeft,Home > Wijn > Witte wijn,,,https://static.gall.nl/images/IMG_692700_500.png,"12,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/penfolds-maxs-cabernet-sauvignon-rood-75cl-407933.html,Penfolds Max's Cabernet Sauvignon,21.99,,,De Max's wijnen van Penfolds zijn een eerbetoon aan Max Schubert. Hij was de eerste Chief Winemaker van dit beroemde Australische wijnhuis en de bedenker van de legendarische wijn Grange.,Home > Wijn > Rode wijn > Soepele rode wijn,,,https://static.gall.nl/images/IMG_686982_500.png,"14,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
https://www.gall.nl/argiolas-nasco-di-cagliari-iselis-bianco-wit-75cl-257001.html,Argiolas Nasco Di Cagliari 'Iselis Bianco',20.89,,,Nasco is nou typisch zo’n inheemse druif die je eigenlijk alleen maar tegenkomt op Sardinië. Deze druif in combincatie met de Sardijnse stijl geeft een unieke smaak. Je ruikt de geur van gele bloemen en tropisch fruit.,Home > Wijn > Witte wijn > Volle witte wijn,,,https://static.gall.nl/images/IMG_681594_500.png,"14,5%",Bevat sulfiet,Sulfur Dioxide and Sulfits,75CL,True,
