Brand,brand_type,Platform,Post ID/URL,Post Date/Time,Mentions Type,User Handle,User Type,Post Text/Caption,Post Type,Hashtags Used,Likes Engagement,Comments Engagement,Views (Video),Shares/Retweets,Media Type,Common Keywords,Region,Language,Top Theme Tags,Campaign Tag,Image/Video URL
sainsburys,,Instagram,https://www.instagram.com/p/DNaVnJtsLon/,2025-08-16 09:54:24+00:00,,,,"Ad | NDUJA MARINATED OLIVES! @zenaskitchen

Summer’s back, which for me means minimal cooking and plenty of picky bits. These nduja marinated olives are perfect. They’re ridiculously easy to make and can be prepped well in advance. In fact, the longer they sit, the better they taste.

When you’re only using a few ingredients, quality makes all the difference, and the @sainsburys Taste the Difference Nocellara olives and nduja paste are the stars here. I hope you give this one a go! The full recipe is on my website zenaskitchen.com (also linked in my bio). Or just Google “nduja marinated olives zenaskitchen” and it’ll pop right up. Enjoy!

#ad #pickybits #marinatedolives #summercooking #summerrecipes",,"['ad', 'pickybits', 'marinatedolives', 'summercooking', 'summerrecipes']",1333,48,23978,,Video,,,,,,https://scontent-dfw5-2.cdninstagram.com/o1/v/t16/f2/m86/AQNEKg6ZU3IW2rDwMu186AfZxivLoAZToGmq2u3h7O2KgHXt8zTwBD7z67f6_pqk_ZB3GaMhh9s219HU4GCoJHUuMNrkdxM0153vfqc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=100&vs=1083961593944949_3362109001&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMjQzQ0Y4MDIxRjZDMUZENTY3Q0QwQTAxMTY3MzI4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSlVSeXg5WlRjaUpkTE1FQUk4UmFtZDRlRHMwYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsLgl%2Bzt4NU%2FFQIoAkMzLBdARDul41P3zxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfUQtXBqJDWUTAmzRLS2clUxgMt0oYeB20PYCYunh3Tz1w&oe=68B20D3B&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNX1SOboaNi/,2025-08-15 10:30:00+00:00,,,,"3 customers, 1 colleague and up to 10 personalised discounts...but who will find their Your Nectar Prices first?🛒🙌

*18+. Digital Nectar registration required. Unlock up to 10 Your Nectar Prices per week in the Nectar app, www.nectar.com, Sainsbury’s online or on SmartShop. Your Nectar Prices are individual to you and vary per customer. Examples and prices are for illustrative purposes only. T&Cs apply.

#YourNectarPrices #Sainsburys #Nectar",,"['YourNectarPrices', 'Sainsburys', 'Nectar']",157,12,5178,,Video,,,,,,https://scontent-dfw5-1.cdninstagram.com/o1/v/t16/f2/m86/AQNnL-XEWYFdOah-TwPMG3Hbiby0a5_U5zpZ-WzhCwBV2XS2L8PPpoQxQ7kHqQ9ZRkL981YJd8XLEiKIwpFycKkxXRDmQYr-yb9Nf3w.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=744684678369612_3434476147&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yMDQyOEU4MTRBNkY1Q0MyRjZBMUJCOTM0NkM2MzU5N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQVpHd2gtLWhwTkRkVzRDQUV3c3ZfUzVfc1pjYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrL7qKK%2F99M%2FFQIoAkMzLBdAUWuFHrhR7BgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfXs0Y-piWb8xH6iCmyMdzBJN1NkaW0j-GqX_nCVC3JuwA&oe=68B1FE4A&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DN28j1YWFVy/,2025-08-27 12:30:59+00:00,,,,"It’s a Morrisons love story, baby, just say, “Yes” 💍",,,236,15,,,Sidecar,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-15/539806562_18520725820004171_9115947900538315971_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHHVukKtah6IJPRSNiGHy4D8N8mms9nObQ6u_FrvsbKZegJ1Okq5kX5P8OTydQDdOo&_nc_ohc=102t3-osaaYQ7kNvwFg5bov&_nc_gid=_P62yWRiJRYpW2lHldYkng&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwODQxNzY4MjE2NzA4NzM4OQ%3D%3D.3-ccb7-5&oh=00_AfWH9YHlNyJ3gYqDbjk4gUzIOOS82IZvqowGZV2ipqGlbQ&oe=68B5F365&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DN0h9dnWg7f/,2025-08-26 14:00:12+00:00,,,,How about 'all of the above’? 👀,,,71,14,,,Image,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-15/539778419_18520566826004171_3744179369172712486_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHHVukKtah6IJPRSNiGHy4D8N8mms9nObQ6u_FrvsbKZegJ1Okq5kX5P8OTydQDdOo&_nc_ohc=65Yuwmgln5UQ7kNvwHxvyK8&_nc_gid=_P62yWRiJRYpW2lHldYkng&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwNzczNzc1MjQ1NDQzNDUyNw%3D%3D.3-ccb7-5&oh=00_AfUAsgdBiT0Jx1S8XVSS7vy6ZzscIl6DbxPdRVR2Ykim8A&oe=68B5EA90&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNz_r45Mdq3/,2025-08-26 09:00:00+00:00,,,,"We’ve teamed up with @birdseyeuk to offer a  limited edition back to school dish in our Cafes!👀

Our Birdseye Hunters Chicken Potato Waffle Stack is available until the 14th September🧇... Receive a FREE kids meal and notebook when purchased, perfect for a dinner date with your little one💚

*Notebooks available whilst stocks last",,,106,5,3635,,Video,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNA5YshUfnDRvxv3Zoxxz_1dzpw8CtLJGW5yFf3uo91NlEuE9MIqUuhiaBK2cLZDiZu4Z2nc2cNXYSCclgT5fAe_yvwd9_Wl9vXdrE.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=1500852437763939_874469342&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMTQ1Qzg2QzM3RDhCQ0I3RDBFQzA2NDg2NjIxOTc5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRy1wNkItalFYQVZydmxWQUJNbE8xanZLQjBmYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrzbz6uJ5tY%2FFQIoAkMzLBdAMdU%2FfO2RaBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfXQTbRKPNDWrtI_W1haD-L67dECsjD9Av_pPHor9xBNsg&oe=68B1EBCF&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNxop5UMcP_/,2025-08-25 11:00:00+00:00,,,,Pumpkin Spice season has officially arrived🧡... Check out our new in Nutmeg Home collection in store now🍂,,,255,4,,,Sidecar,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-15/535947080_18519413200004171_883942574323872472_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHHVukKtah6IJPRSNiGHy4D8N8mms9nObQ6u_FrvsbKZegJ1Okq5kX5P8OTydQDdOo&_nc_ohc=7X9PJSEnHYIQ7kNvwEl9g4y&_nc_gid=_P62yWRiJRYpW2lHldYkng&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwNDA4MjU0NDA1NjE2NDU5Ng%3D%3D.3-ccb7-5&oh=00_AfVLZRcsD4Chjfk_nR__yHfoaLEUSoBwcxxPQ0Zi5bH2Mg&oe=68B60C28&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNvCJ4pQB_1/,2025-08-24 10:46:39+00:00,,,,"AD | It’s carnival season! Let’s cook up some rice and peas with the help of @morrisons 🇯🇲🇯🇲🇯🇲🇯🇲

#jamaica #jamaican #riceandpeas",,"['jamaica', 'jamaican', 'riceandpeas']",2080,56,30693,,Video,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOG18j1J2-T1qBNAE--l7AkuqtsDbrXfrvEvTLLlE_dWvjysX_UywxfJvvYnipcW-gF3E3ve0JghFPBwmfv7tSiAGTNX9WKg-LG_Hc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1292167542600111_2543813950&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84MDRGNkVENENFNzkyODIxQzI4RDkyRTFBNTJFQkI4Nl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRDZ3SXlENjZwOHh5andGQVBRRmFoSWZQcW81YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqznwp3f69U%2FFQIoAkMzLBdAT0zMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfUYRMqPJ5EE9ycZQMKh5Fa64cfroNrJJlVTuj4CV8GV9g&oe=68B1F59D&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNszoz5sqg7/,2025-08-23 14:00:00+00:00,,,,We’ve got a coupla Cole Palmer’s in our midst… or not 😅 Who do you think is going to win the PL this year? 🏟️⚽️ #premierleague #penalties,,"['premierleague', 'penalties']",94,4,10324,,Video,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQP70D8sGFlLYVGboRBQbaLJVaZwMqLvzF0Is3hmx6LHe_lUCK1chGQj_nj7xLfXVA1m1OKTiHV1brWXoBSIK6WNxXUFn0dFJ5k4IFc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=109&vs=1445469923167083_1397228208&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zRDRCNzc2NkYyM0UwNTQ4M0IyODAwQjQ0REU1ODhCOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HS0RzOUJfX3J5YUJ5MjhHQU9sejB3Zm1ZWlJXYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrypier55dY%2FFQIoAkMzLBdAPhDlYEGJNxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfXNSK-HP8IIwBYXKZ_HSnA11IIw8I5ohv06I3HLQf3TpA&oe=68B1FFA7&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNsDjrpsD_d/,2025-08-23 07:00:00+00:00,,,,"Cosy season incoming🤭... Head down to your local store to shop our NEW Nutmeg autumn collection, a must for the pumpkin spice season💚",,,328,12,4487,,Video,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNAYQTxoZ4meUymPblNdz1wdnfWrtmxpCEDSnkWZh4nROivCe0tT6AQC8HlYKQ1khhUZM0lw844j-ZiMsLQLBqLefqFELHS3vGfYz0.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=102&vs=797093739660776_2631969452&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84MDRBREEwQzA3RUY2QzMxNTU5M0UwQjcyN0U5RkRBNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HR1NpN0I4OFcyVXZudjBGQUtzNFJXWjBpSDVaYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJryam%2BWV5tY%2FFQIoAkMzLBdALMzMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfV2uZO4cbQoOygGU-wZLVb3taUwTfCDNHXyRuwTNMzU4A&oe=68B1F354&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNqOxvYz9yj/,2025-08-22 14:00:11+00:00,,,,"Eat, Sleep, Little Treat, Repeat... how’s your BH weekend looking? ☀️",,,40,0,,,Image,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-15/538632998_18519875077004171_1017764259766411207_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHHVukKtah6IJPRSNiGHy4D8N8mms9nObQ6u_FrvsbKZegJ1Okq5kX5P8OTydQDdOo&_nc_ohc=QJB1ETa6-p8Q7kNvwELOnhT&_nc_gid=_P62yWRiJRYpW2lHldYkng&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwNDgzODYzNDI1MzMxMTEzOQ%3D%3D.3-ccb7-5&oh=00_AfWReC6MMDp9Ny6M5DCQ1nrfh_ASXaq9s3eC8WZ_FCbMsQ&oe=68B60707&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNnw2WSgA4_/,2025-08-21 15:00:11+00:00,,,,"Does the Summer Snacking stage tickle your pickle? 🥒 Or perhaps you’re going gaga over the gammon steaks on the Main Stage.. 💚⁣
⁣
What’s your ultimate Morrisons festival line-up? 🤔",,,87,5,,,Image,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-15/536983733_18519430600004171_2976341980836676716_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHHVukKtah6IJPRSNiGHy4D8N8mms9nObQ6u_FrvsbKZegJ1Okq5kX5P8OTydQDdOo&_nc_ohc=Yq87846O2DgQ7kNvwHoMsKX&_nc_gid=_P62yWRiJRYpW2lHldYkng&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwNDE0NDA1OTU1MjUwMTMxMQ%3D%3D.3-ccb7-5&oh=00_AfVA3XGwlvr11_R-k5SzZMXg3_Ezn5vHCKE5gPw3f-aOcg&oe=68B5FF04&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNlTARQMEzd/,2025-08-20 16:00:00+00:00,,,,"Sweet treats only this bank holiday please🍰 Head down to your local Market Street to shop our NEW bakery lines, perfect for sharing with your bestie... or not🤭 #morereasons #bakeryboard #marketstreet",,"['morereasons', 'bakeryboard', 'marketstreet']",204,47,201204,,Video,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNCwwsG4TEnCO7zb54Ab_0d8-OsbUobW0L_Z9_GVaaws4axxUZEnfwn7RH2HdInqfnOk5LFSU2jJHBhu7GeYrB-zK_Cryoei6lKHe8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=100&vs=1305274714549998_2892737719&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yOTRDMzg3NTY1MDkzNDNCNTI3NzFFM0REQ0M0QURCMF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzR5NlI5WkxfckIxS1VDQUxNYUxOcUpDR0VpYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrytr9HM2NY%2FFQIoAkMzLBdAMxDlYEGJNxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfVFi0Qy0wv-2p5MzP0RlJJObkrBK_uqZbuTQqDx48wGRg&oe=68B21D31&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNlL4rysZK-/,2025-08-20 14:58:35+00:00,,,,"It’s never too early… right?😏🎅🏻 

#mincepies #marketstreet #christmas",,"['mincepies', 'marketstreet', 'christmas']",609,263,,,Image,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-15/535190791_18518501791004171_740108394944716012_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHHVukKtah6IJPRSNiGHy4D8N8mms9nObQ6u_FrvsbKZegJ1Okq5kX5P8OTydQDdOo&_nc_ohc=VczIoj3bQH0Q7kNvwEtU-BM&_nc_gid=_P62yWRiJRYpW2lHldYkng&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwMzQxODU0MjQwNTgxNzAyMg%3D%3D.3-ccb7-5&oh=00_AfXDBrI7aQhur7YDYXyje7hAZUDSv2hGa1wLGE-W2Wfn8A&oe=68B5FBC1&_nc_sid=8b3546
morrisons,,Instagram,https://www.instagram.com/p/DNki2_bh6Uw/,2025-08-20 09:00:36+00:00,,,,"Feel restored, indulged, and nourished with their new Tropical Blend body washes, shop in store now ✨",,,55,2,1297,,Video,,,,,,https://instagram.fabe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQM_o8t4lkgqMxQSSrGlsZ9MuJ5w6e7FY6An_YgpbEhzMqPw9NcVjjYzxySy1Yp8BMB8IAsmSlF2h9fKHwmbWDjI1AbEJic7WMVbOJ8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=111&vs=31266784546239087_2145890167&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CNjQwNjI3RUQyRjNGODY3NDhEQjA5RDlCQjlBM0RBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSlZmQlNCNndBNDlXV0lIQUNEN2dSSGstalJBYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrz%2BqMWg3tY%2FFQIoAkMzLBdAJ8zMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfU63bGJCPQo-HpkMZ9X3wO0noU0tMxgmPUU6rXXxm8NXA&oe=68B1EC30&_nc_sid=8b3546
